	TopTF	TopGene20	TopGene100
29	FOS,HMGB2,SUB1,HIF1A,FOSB	S100A9,S100A8,S100A12,LYZ,NFKBIA,CD14,VCAN,SELL,G0S2,MNDA,FCN1,NCF1,SRGN,VIM,CSTA,FOS,CTSS,GAPDH,TSPO,ANXA1	S100A9,S100A8,S100A12,LYZ,NFKBIA,CD14,VCAN,SELL,G0S2,MNDA,FCN1,NCF1,SRGN,VIM,CSTA,FOS,CTSS,GAPDH,TSPO,ANXA1,ZFP36,RGS2,NAMPT,S100A6,SLC2A3,PLAUR,HMGB2,TKT,H3F3A,IER2,CD36,GRN,SOD2,CSF3R,APLP2,SERPINB1,PLBD1,RPS9,MS4A6A,TALDO1,IL1B,HLA-A,NEAT1,METTL9,SUB1,CTSD,SH3BGRL3,CH17-373J23.1,OAZ1,MCL1,RNASE2,FTL,CAPG,ACTG1,GCA,PTPRE,PGD,S100A4,CCL3,FPR1,BCL2A1,LAMTOR4,STXBP2,AP1S2,SAT1,NUP214,CCNI,RPS24,TNFSF13B,LAPTM5,BLOC1S6,TYMP,COX4I1,CLEC12A,CD44,CYBB,RPL34,EVI2B,AC020656.1,NDUFB1,TMEM167A,PFDN5,CYBA,CDA,HLA-C,MGST1,MT-ND3,THBS1,RBP7,RPL37A,AHNAK,S100A11,RETN,HIF1A,CD99,NFKBIZ,CCL4,ATP6V0B,CD79A,FOSB
30	HMGB1,HMGB2,ARID5B,TCF4,BCL11A	IGKC,IGHG1,IGHG4,IGHG3,IGHGP,IGHM,IGHG2,PTPN6,ANAPC16,CXCR4,MT-ND5,SNX3,CD37,LINC00926,SELL,CD79A,MEF2C,HMGB1,BTG1,H3F3A	IGKC,IGHG1,IGHG4,IGHG3,IGHGP,IGHM,IGHG2,PTPN6,ANAPC16,CXCR4,MT-ND5,SNX3,CD37,LINC00926,SELL,CD79A,MEF2C,HMGB1,BTG1,H3F3A,IFI16,YWHAZ,SUMO2,TMEM123,SEPT7,DRAP1,HMGB2,S100A4,TCL1A,IGHD,HVCN1,UBB,COTL1,LTB,RPS26,P2RX5,S100A11,YBX3,TUBA1B,RPS11,EFHD2,TAPBP,UBL5,PRKCB,RAP1B,HNRNPC,HINT1,SRSF5,POMP,S100A10,CAPZA2,FCER2,MYL12A,FCMR,HNRNPDL,HLA-DOB,ARID5B,AIDA,DDIT4,SNAP23,BANK1,HCLS1,TMSB10,SMAP2,PLPP5,SYF2,RIPOR2,TCF4,RCSD1,TXNIP,ETFA,CD247,BCL11A,CARD16,PRDX4,LMNA,ARHGDIB,LAMTOR4,SRP9,REEP5,RSL24D1,SRSF3,CMTM6,MS4A1,FKBP11,DBI,RHOH,TRAF3IP3,TNFRSF13C,BCLAF1,TMEM154,MARCH1,CLEC2D,MT-ND4,SMCHD1,SNRPF,SAMHD1,GNG7,ITGB1,BZW1
31	DDIT3,XBP1,JUN,KLF6,HMGB2,ATF4	HSPA5,HSP90B1,CALR,PDIA3,PDIA6,MANF,PPIB,SDF2L1,HERPUD1,P4HB,PDIA4,DNAJB9,SEC61G,CDK2AP2,SERP1,SSR2,FKBP2,SEC61B,OSTC,CANX	HSPA5,HSP90B1,CALR,PDIA3,PDIA6,MANF,PPIB,SDF2L1,HERPUD1,P4HB,PDIA4,DNAJB9,SEC61G,CDK2AP2,SERP1,SSR2,FKBP2,SEC61B,OSTC,CANX,DNAJB11,TMED2,TMED9,MYDGF,SPCS2,SELK,HM13,KDELR2,TMEM258,CRELD2,SSR3,SEC11C,SLC3A2,DNAJC3,CTSD,RPL36AL,ARF1,SF3B5,TRAM1,RPN1,DDIT3,SELENOK,XBP1,NUCB2,JUN,ARF4,MTDH,VIMP,HMOX1,DUSP2,MTHFD2,SEC61A1,COPE,FTH1,SSR4,SSR1,ISG20,DERL2,KLF6,CXCL8,LMAN1,HYOU1,EDF1,WARS,TMED10,EVI2B,SARAF,RNF181,DSTN,RPN2,DDOST,CCNI,PTMA,MAP1LC3B,HNRNPC,SARS,UFM1,SURF4,EIF1,DAD1,HMGB2,IGFBP3,S100A11,ANXA5,RSL24D1,NANS,MLEC,UBXN1,SELENOS,HAX1,SQSTM1,ATF4,NUPR1,EIF2S2,ERLEC1,TRMT112,CISD2,CCDC167,MT1X,MORF4L2
32	ZEB2,LITAF,TSC22D3,ZNF683,HMGB2,KLF2,KLF3,KLF6	GZMH,CD3D,CCL5,NKG7,CD52,FGFBP2,GNLY,CD8A,GZMB,IL32,CD8B,CD3G,HLA-DPB1,LGALS1,RAP1B,ITGB1,S100A4,PLEK,S100A6,CD3E	GZMH,CD3D,CCL5,NKG7,CD52,FGFBP2,GNLY,CD8A,GZMB,IL32,CD8B,CD3G,HLA-DPB1,LGALS1,RAP1B,ITGB1,S100A4,PLEK,S100A6,CD3E,TRAC,TRGC2,ZEB2,HLA-DRB1,YWHAQ,SH3BGRL3,C12orf75,CST7,CD99,LITAF,ANXA1,RPS26,TRBC2,HERPUD1,KLRD1,TOB1,DSTN,ARL6IP5,IFITM2,TSC22D3,ERP29,PPP2R5C,CTSW,ZNF683,VAMP2,CD48,KLRG1,HLA-DPA1,PATL2,RHOA,ARPC2,FCRL6,CTSC,HNRNPDL,CX3CR1,CD2,PTP4A2,SLC25A6,YWHAB,SUN2,SRP14,CLEC2D,FTL,HMGB2,LAT,PNRC1,HIGD2A,KLF2,ADGRG1,VIM,PRSS23,SYNE1,TUBA1B,EIF3H,S100A10,AHNAK,MYL12B,FLNA,PPDPF,KLF3,ARRDC3,CALR,PTPRC,TSPO,PSMB8,TPST2,KLF6,EIF3E,MALAT1,RPS3,PPIB,PSMA2,EIF3F,IDH2,TMEM59,ACTR2,ARPC5,BIN2,TMSB10,ITGB7
33	GTF3A,YBX1	HSP90AB1,NCL,DDX21,C1QBP,HSPE1,NPM1,SERBP1,GTF3A,HSPD1,RAN,RPL22L1,NHP2,ENO1,MIF,APRT,PSME2,RSL1D1,EIF5A,PPA1,NME1	HSP90AB1,NCL,DDX21,C1QBP,HSPE1,NPM1,SERBP1,GTF3A,HSPD1,RAN,RPL22L1,NHP2,ENO1,MIF,APRT,PSME2,RSL1D1,EIF5A,PPA1,NME1,SNRPE,FABP5,YBX1,LDHA,PA2G4,CCT2,PRMT1,SRSF7,CNBP,GADD45GIP1,NME2,PRDX1,POLR2L,CCT3,TIMM13,SNU13,CCT5,APEX1,RPS26,CCT4,TXN,PHB,HNRNPDL,PSMA7,CYCS,NOP58,SLIRP,RBM3,EIF5B,CCT7,CCDC85B,GNL3,HSPA8,SOD1,CCT6A,IMPDH2,EIF4A1,SNRPD1,MIR155HG,TPI1,LSM7,PDCD5,SET,SSBP1,RSL24D1,CCT8,PRELID1,RANBP1,SNHG8,PEBP1,SYNCRIP,FBL,MRPS34,NOP16,DDX18,TOMM22,NOP56,RPS17,PAICS,MRPL4,ATP5G1,SSB,SRSF2,SRM,LDHB,HSPA9,NFKBIA,IMP4,MRTO4,MRPL3,FTL,RBM8A,SNHG15,NIFK,PSMA3,CD44,CHCHD2,WDR43,TOMM40,MRPS12
34	NR4A2,FOS,EGR1,NR4A1,KLF6,ID2,CREM,ARID5B,EGR2,ELF1	CCL4,CCL4L2,IFNG,CCL3,ZFP36L1,TNF,CD69,NR4A2,CCL3L3,RGCC,CCL4L1,SLA,LTB,TIGIT,TAGAP,TNFSF9,XCL1,SDCBP,XCL2,FOS	CCL4,CCL4L2,IFNG,CCL3,ZFP36L1,TNF,CD69,NR4A2,CCL3L3,RGCC,CCL4L1,SLA,LTB,TIGIT,TAGAP,TNFSF9,XCL1,SDCBP,XCL2,FOS,LGALS1,EGR1,NR4A1,S100A10,KLF6,RHOH,RILPL2,EVI2A,PRNP,ID2,CREM,PHLDA1,HNRNPA2B1,RNF19A,MIR155HG,CCNI,STK4,ICOS,ARID5B,ALDOA,BIRC3,IFITM2,EGR2,PTGER4,ELF1,GBP2,NEU1,SARAF,PDCD1,CD7,MT-CO2,REL,PGAM1,PTPN7,EEF1B2,PKM,NFKBID,COX6C,S100A11,CCL2,NAP1L1,DEK,EIF3E,HMGN2,EVI2B,FXYD5,KMT2E,EEF2,FASLG,LAG3,RPS27L,LYST,NDFIP1,HSPB1,TRAC,SLC1A5,IFI16,RAB27A,CD2,RPS8,PPP1R2,PTPN22,IER2,COMMD6,IFITM3,PLP2,LDHA,GPX1,POLR2K,FOSB,PNRC1,TCEB1,NDUFA1,ZFAS1,CD52,GSTK1,NDUFV2,JUN,PPIG,RP3-323A16.1
35	TSC22D3,KLF6,FOS,ETS1,JUND,FOSB,ARID4B,RARA	TAGLN2,ANXA1,CRIP1,TSC22D3,MYADM,UCP2,LMNA,RGCC,VIM,CD44,AHNAK,PBXIP1,LRRFIP1,S100A10,IDS,KLF6,EZR,ATP2B1,TUBA1A,ADGRE5	TAGLN2,ANXA1,CRIP1,TSC22D3,MYADM,UCP2,LMNA,RGCC,VIM,CD44,AHNAK,PBXIP1,LRRFIP1,S100A10,IDS,KLF6,EZR,ATP2B1,TUBA1A,ADGRE5,MCL1,GPR183,CD27,IVNS1ABP,FOS,PPP1R15A,CCR7,YPEL5,AKAP13,MBNL1,S100A11,GLUD1,TAGAP,GNG2,SAMHD1,IQGAP1,YWHAQ,RALGDS,ETS1,JUND,PRMT2,CRIP2,CD27-AS1,TMEM43,ARHGAP9,ANXA2,UBB,CD7,CDC42,YWHAZ,C16orf54,ARL4C,ZFP36,SRGN,CA5B,FOSB,SLC25A3,TUBA1B,MAPRE2,ATP2B4,UFC1,CCDC167,TRIM22,ANKRD28,FAM107B,HNRNPDL,DYNLL1,CYTH1,DUSP1,DDX3X,RBM3,PTGES3,CCL5,EMP3,TMED10,DENND4A,ARHGDIB,PRKAR1A,FAM129A,ARID4B,RAB11A,RTN4,VCP,TMBIM6,CMTM7,NEU1,APOBEC3G,TRAM1,UBC,FAS,ITK,RARA,SF3B1,IK,JMJD1C,ITGA4,CASP8,HIPK1,ENSA,GOLGB1
36	JUNB,EGR1,JUND,FOS,ZNF331,CEBPB,MAF	SPP1,RNASE1,CTSB,PLIN2,GPNMB,FCER1G,JUNB,C1QA,RGS1,HSPA1B,CD163,ITGB2,CCL2,LAPTM5,HLA-DRB5,S100A4,TGFBI,EGR1,APOE,JUND	SPP1,RNASE1,CTSB,PLIN2,GPNMB,FCER1G,JUNB,C1QA,RGS1,HSPA1B,CD163,ITGB2,CCL2,LAPTM5,HLA-DRB5,S100A4,TGFBI,EGR1,APOE,JUND,RPL4,CD14,ZFP36L1,TYROBP,HERPUD1,PLAUR,FOLR2,TUBA1A,FOS,NUPR1,TXNIP,TREM2,RPL13AP5,HSP90AA1,HSPA5,SELENOP,LSP1,CLEC5A,EEF2,FCGR2A,PGK1,LDHA,CD81,PABPC1,APLP2,ZNF331,GSN,A2M,ATP1B3,MYL6,TUBA1B,VIM,CD74,FCGR2B,C6orf62,PSAP,CTSD,TUBA1C,RPL19,SLC2A3,MSR1,H3F3B,RPLP1,LGALS1,C1QC,PPT1,HSP90B1,CXCL3,ALOX5AP,HK2,RPS14,MEF2C,FABP5,FN1,NPC2,RPL7A,CEBPB,TAGLN2,ATP6V1B2,RPS25,VCAN,C5AR1,NAMPT,EIF4A1,RPS26,UBB,DAB2,VSIG4,FBP1,NKG7,RPS16,CSTB,MAF,CHMP1B,SLC11A1,HLA-DPA1,ANXA5,METRNL,RPLP2,PLEK
37	LITAF,YBX1	APOC1,APOE,LGALS3,GPNMB,CTSD,CSTB,FABP5,CD9,LIPA,FTL,ACP5,ASAH1,CAPG,LGALS1,DBI,ATP6V1F,CD68,LGMN,CD52,NUPR1	APOC1,APOE,LGALS3,GPNMB,CTSD,CSTB,FABP5,CD9,LIPA,FTL,ACP5,ASAH1,CAPG,LGALS1,DBI,ATP6V1F,CD68,LGMN,CD52,NUPR1,PSAP,CTSB,CTSL,PLA2G7,GM2A,BRI3,TREM2,CD63,FTH1,CPM,PLD3,GRN,CYP27A1,GCHFR,VIM,IFI30,PRDX1,TXN,BCAP31,ANXA2,FBP1,DNASE2,LITAF,LYZ,CTSS,MGST3,LSP1,NOP10,RGCC,OTOA,S100A6,IGSF6,HEXB,FXYD5,TALDO1,NPL,CTSA,VAT1,LAMP1,TSPO,CTSH,CD48,ITGAX,SH3BGRL3,LGALS9,SDCBP,A2M,CXCL16,H2AFY,CHIT1,MYDGF,ATP6V0B,ATOX1,NAP1L1,GSTO1,ATP6V0D1,CD59,AREG,RNF130,FABP3,LRPAP1,SDS,SMS,UCP2,RNH1,HSPE1,PSMA7,LPL,HM13,YBX1,CHCHD6,MALAT1,CTSZ,CALM3,S100A11,CHCHD10,RAN,AKR1B1,PEBP1,GLUL
38	PROX1,SOX4,KLF6,MAF,SMAD1	CCL21,TFPI,FABP5,TFF3,MMRN1,FABP4,EFEMP1,NTS,LAPTM5,GYPC,S100A10,CD9,PROX1,IGFBP7,PDPN,ANXA2,GNG11,PPP1R2,CLU,ANGPT2	CCL21,TFPI,FABP5,TFF3,MMRN1,FABP4,EFEMP1,NTS,LAPTM5,GYPC,S100A10,CD9,PROX1,IGFBP7,PDPN,ANXA2,GNG11,PPP1R2,CLU,ANGPT2,PTPRE,TIMP3,HSPB1,AKAP12,CLDN5,ARL4A,PPFIBP1,VIM,HYAL2,APP,LYVE1,LIMS1,STMN1,NNMT,SNCG,CAV1,NUDT4,ADD3,TM4SF1,NRP2,ARL6IP1,TUBA1A,GMFG,RAB11A,CAVIN2,LAMA4,SLC38A1,TIMP1,CD59,MARCKSL1,SDCBP,HLA-E,ADIRF,GADD45B,SOX4,RGS16,KLF6,RBP1,RAB11FIP1,RAMP2,FCGRT,WARS,GRN,POLR2L,S100A16,HLA-A,IL32,MRC1,SEMA3A,PROCR,SPTBN1,UNC5B,ATP5E,TMEM123,MAF,EGFL7,ISG20,ADM,EDNRB,TSPAN5,NEAT1,CCND1,MARCKS,THBD,SMAD1,SERPINB9,SDPR,TUBB,ECSCR,IGFBP5,MDK,CD99,CTSD,TIE1,LAYN,MGST2,RELN,DKK3,RARRES3,TGFBR2
39	TSC22D1,MAX,HMGB1	PPBP,PF4,TAGLN2,NAP1L1,OST4,GPX1,GNG11,NRGN,TUBA4A,RGS10,TUBB1,CCL5,CLU,SDPR,RGS18,HIST1H2AC,GPX4,NCOA4,MYL12A,ACRBP	PPBP,PF4,TAGLN2,NAP1L1,OST4,GPX1,GNG11,NRGN,TUBA4A,RGS10,TUBB1,CCL5,CLU,SDPR,RGS18,HIST1H2AC,GPX4,NCOA4,MYL12A,ACRBP,CALM3,ITM2B,GP9,GSTO1,LIMS1,FERMT3,TPM4,RAP1B,SPARC,ARPC1B,TSC22D1,YWHAH,TIMP1,RUFY1,PRDX6,TLN1,CTSA,TREML1,MAX,PTCRA,SAT1,ODC1,ARF1,UQCRH,PKM,GRAP2,CMTM5,SH3BGRL3,CD9,SNX3,MYL9,LAMTOR1,PDLIM1,MAP3K7CL,DYNLL1,MMD,TMEM40,ITGA2B,MPP1,PGRMC1,NT5C3A,ILK,F13A1,SNAP23,RAB11A,HLA-E,OAZ1,CLEC1B,TALDO1,MARCH2,TPM1,HMGB1,ACTG1,NGFRAP1,ARHGDIB,PTPN18,CCND3,CD99,PPDPF,RSU1,FLNA,RNF11,C9orf16,KIF2A,DNAJB6,ETFA,CALM1,NDUFS5,PARVB,EMC3,TPM3,VCL,C2orf88,ARPC5,CLDN5,ACTN1,TGFB1,SNCA,GMPR,LMNA
40	ID2,JUN,TOX,TSC22D3,ZNF683,PRDM1	GZMB,CXCL13,GNLY,ALOX5AP,RBPJ,HAVCR2,NKG7,CD8A,RGS2,SAMSN1,GZMH,PHLDA1,PRF1,RGS1,ID2,CCL5,CTSW,LAG3,CD63,KRT86	GZMB,CXCL13,GNLY,ALOX5AP,RBPJ,HAVCR2,NKG7,CD8A,RGS2,SAMSN1,GZMH,PHLDA1,PRF1,RGS1,ID2,CCL5,CTSW,LAG3,CD63,KRT86,ENTPD1,LINC01871,ACP5,CTSD,IFNG,MT2A,HLA-DRB1,HLA-DRA,TIGIT,GZMA,FKBP1A,CD8B,LSP1,PDCD1,CCND2,CD82,CLEC2B,ITGB1,ITGAE,JUN,SIRPG,CLEC2D,CD27,IVNS1ABP,GAPDH,KLRB1,NDFIP2,DUSP4,TNFRSF9,CD7,CD3D,PGK1,RAB27A,PRDX6,VCAM1,CXCR6,PAG1,LAYN,TPI1,APOBEC3G,MIR155HG,BST2,TOX,HLA-DQB1,IGFLR1,ITM2A,TSC22D3,CD3G,LDHB,NELL2,JAML,EID1,LYST,PPDPF,FTL,CBLB,MYO7A,SIT1,CCL3,CHN1,LINC02195,SLC3A2,TNFSF4,ZNF683,TOB1,PIK3IP1,FAM3C,GOLIM4,PTMS,CHST12,SRGAP3,UBE2F,HLA-DPA1,TNIP3,PRDM1,ANXA5,PTPN6,TNFRSF1B,TRAF5,HLA-DPB1
41	TSC22D1,CEBPB	TAGLN,ACTA2,ADIRF,MYL9,DSTN,NDUFA4,TPM2,MYH11,CRIP1,S100A4,TPM1,MYL6,GADD45B,MYLK,SPARCL1,FLNA,LPP,MT1X,ACTB,IGFBP5	TAGLN,ACTA2,ADIRF,MYL9,DSTN,NDUFA4,TPM2,MYH11,CRIP1,S100A4,TPM1,MYL6,GADD45B,MYLK,SPARCL1,FLNA,LPP,MT1X,ACTB,IGFBP5,SOD3,MT2A,S100A6,CRYAB,RHOB,CALD1,C11orf96,ACTG2,CSRP1,PLN,CD9,LMOD1,ACTN1,CDKN1A,MGST3,NUPR1,PDK4,RERGL,PLAC9,PHLDA2,GSTP1,SH3BGRL,GPX3,LBH,TSC22D1,PNRC1,TRMT112,CNN1,CLU,MFAP4,BTG2,CSRP2,SBDS,SORBS2,MT1M,PTP4A3,PDLIM7,CALM2,SKP1,PALLD,SELM,PPP1CB,IER2,LTBP1,CAV1,SOD2,ADAMTS1,HSPB1,SELENOM,MAP1B,NEAT1,SNCG,VIM,COX6A1,CEBPB,YBX3,BCAM,PDLIM3,TINAGL1,FABP4,TOMM7,IGFBP4,IGFBP7,COX5B,APLP2,MFGE8,CD151,ZFP36,NET1,UBC,NNMT,AEBP1,TIMP3,CAVIN3,PPP1R12B,FHL1,CRIP2,MT1E,NDUFA4L2,NEXN
42	THAP2,REL,NFKB1,MXD1,XBP1,NFE2L2,FOSB,ETS2	CXCL3,CXCL2,IL1B,CXCL8,G0S2,CCL20,IER3,NFKBIA,SOD2,BCL2A1,CCL3,EREG,PLAUR,CCL4,TNFAIP3,PNRC1,BTG1,PTGS2,OLR1,C15orf48	CXCL3,CXCL2,IL1B,CXCL8,G0S2,CCL20,IER3,NFKBIA,SOD2,BCL2A1,CCL3,EREG,PLAUR,CCL4,TNFAIP3,PNRC1,BTG1,PTGS2,OLR1,C15orf48,CFLAR,PLEK,PDE4B,ICAM1,NLRP3,PPP1R15A,DUSP2,CCRL2,CCL3L3,C5AR1,THAP2,CXCL1,REL,MIR155HG,ANXA5,TNF,SERPINB9,IL1RN,NFKB1,ATP1B3,TNFAIP8,CHMP1B,SAMSN1,MXD1,NFKBIZ,AREG,WTAP,CD83,IL1A,PLIN2,CD44,THBS1,ATP2B1,CCL3L1,NINJ1,TNFAIP2,MT2A,XBP1,VEGFA,NFE2L2,EHD1,CCL4L2,OSM,LIMS1,IL10,KDM6B,BASP1,LCP2,BIRC3,AQP9,INHBA,HLA-DPB1,PPIF,MIR3945HG,PHACTR1,FOSB,ACSL1,TNFAIP6,IL6,MS4A7,TWISTNB,ABL2,RBKS,MAP2K3,CTSL,PIM3,VIM,PHLDA1,ETS2,HLA-A,NAMPT,CXCL5,HNRNPC,TIMP1,ATP13A3,SOCS3,TUBB,HBEGF,KYNU,ZFP36
43	ZNF683,FOS,JUNB,LITAF,NR4A2,KLF2,GTF3A,ZNF331,LEF1,REL	CD7,ZFP36L2,TRGC2,HCST,ZNF683,LTB,IFITM2,CTSW,IL32,TRDC,DUSP2,LYAR,FOS,KLRD1,ZFP36,IFITM3,EZR,JUNB,NUCB2,HSPB1	CD7,ZFP36L2,TRGC2,HCST,ZNF683,LTB,IFITM2,CTSW,IL32,TRDC,DUSP2,LYAR,FOS,KLRD1,ZFP36,IFITM3,EZR,JUNB,NUCB2,HSPB1,LITAF,PLAC8,FXYD5,PPP2R5C,CCL5,NR4A2,GADD45B,XCL1,KLF2,RAC2,UBB,ITGB2,RP11-291B21.2,TAGLN2,STK17A,IFITM1,GUK1,GTF3A,S100A10,PIK3R1,TPM3,CD27,CDC42,ZNF331,CXCR3,FAM173A,LEF1,PABPC1,CD63,GYPC,KLRC2,EIF5A,CD52,REL,TXNIP,NCR3,TCF7,XCL2,RGCC,ISG20,S100A4,TRMT112,MBP,DDIT4,PGK1,CYBA,MYL12A,MYL12B,TMEM123,TRG-AS1,VAMP8,C1orf162,CD99,ARHGAP15,ACTG1,HSPE1,YBX1,HMGN1,SPINT2,EVL,ELF1,SET,XBP1,PSME1,DUSP1,MYL6,HOPX,TRDV1,ANXA6,RHOH,IL2RG,ANXA11,LIMD2,MATK,NFE2L2,NCL,AREG,CLIC1,RBM39,SLC25A5
44	JUNB	UBC,DUSP2,HSPA6,HLA-C,RPLP0,DDIT4,RPL21,RNASET2,IL32,RPL12,JUNB,C1QB,RPS13,ADM,UBB,BTG1,RPL23,RPL13AP5,RPL31,RPL23A	UBC,DUSP2,HSPA6,HLA-C,RPLP0,DDIT4,RPL21,RNASET2,IL32,RPL12,JUNB,C1QB,RPS13,ADM,UBB,BTG1,RPL23,RPL13AP5,RPL31,RPL23A,NEAT1,RPS3,RPS24,B2M,TUBA1A,FTH1,CKB,MALAT1,CLU,RGS2,C1QA,RPS4X,HILPDA,PLEK,S100A11,SRGN,RPS18,RPS5,RPL27A,MIF,CALM2,RPL18,ALOX5AP,RGCC,CD53,RPL30,PSAP,CST3,LYZ,RPL14,RPL26,RPL4,CCL2,C3,PPP1R15A,ARPC2,GNLY,TUBA1B,GSN,TMSB10,MT-ND4,TPI1,FAU,SDCBP,GPX1,IFITM1,CHI3L2,CD9,RPS27A,PLXDC2,BCL2A1,GPM6B,RPL7A,RPL32,RPS4Y1,ARPC3,TYROBP,SRP14,CLK1,RPLP1,RPS17,RPS12,RPS10,CXCL8,ANXA5,LGALS3,DUSP1,EEF1B2,ATP6V0E1,CAPG,APOC2,S100A9,GZMH,RPL9,RPS23,CAPZA1,DBNDD2,CYBA,RPS11,CXCL13
45	JUN,JUNB,ATF3,DDIT3,SOX4,CEBPB,MYC,HMGA1,SUB1,ATF4	CXCL8,CXCL2,CXCL3,CXCL1,NFKBIA,NFKBIZ,C11orf96,HSPA5,JUN,EIF4A3,CYCS,PHLDA1,IL1B,PMAIP1,GPR183,APOE,ALOX5AP,RPS27L,MMP9,AC103591.3	CXCL8,CXCL2,CXCL3,CXCL1,NFKBIA,NFKBIZ,C11orf96,HSPA5,JUN,EIF4A3,CYCS,PHLDA1,IL1B,PMAIP1,GPR183,APOE,ALOX5AP,RPS27L,MMP9,AC103591.3,CTSL,HMOX1,JUNB,IL24,IL1RN,TMSB4X,THBS1,RPS18,ATF3,HERPUD1,SQSTM1,PLIN2,DUSP1,ITM2B,DDIT3,HLA-DRB1,NDUFB4,ENO1,PPDPF,LYZ,COX7B,SOX4,HSPD1,ZFAND5,RPS6,UBC,TPM4,EEF1A1,SERPINB2,CA2,MMP10,CEBPB,FTH1,C1QA,BAX,EIF4G2,SPARCL1,HLA-DQB1,COL6A2,RBPJ,MT-ND4L,PRSS23,CD44,HIST2H2AA4,RPS12,MEG3,NME1,GNA15,P2RY12,SERPINF1,C6orf62,FABP5,GSN,MYC,TMEM14C,SERPINH1,PTGS2,LTB,IER2,C3AR1,GEM,MARCKSL1,HIST2H2BE,C15orf48,SERPINE1,HMGA1,TFPI,MT1X,SUB1,AL157895.1,ATF4,GLUL,DUSP6,ERRFI1,MIF,TPM1,SLC25A3,C1orf43,RNASE2,MTND4LP30
46	YBX1,CSDE1,JUN,FOXP1,NFE2	HBA2,HBB,HBA1,UBB,HBD,ALAS2,SLC25A39,SLC25A37,CA1,BSG,SNCA,GYPC,BNIP3L,AHSP,BLVRB,HBM,PRDX2,BCL2L1,STRADB,DCAF12	HBA2,HBB,HBA1,UBB,HBD,ALAS2,SLC25A39,SLC25A37,CA1,BSG,SNCA,GYPC,BNIP3L,AHSP,BLVRB,HBM,PRDX2,BCL2L1,STRADB,DCAF12,NCOA4,MPP1,SELENBP1,LGALS3,HLA-J,FECH,MKRN1,EIF4A2,CAT,BPGM,MAP2K3,FKBP8,FBXO7,HBG2,HNRNPK,YBX3,RGS10,YBX1,TRIM58,CSDE1,RPS10,ADIPOR1,CTSB,CD44,BAG1,NDUFS5,GMPR,GABARAPL2,JUN,TOP1,ATP5L,CCNDBP1,DMTN,ATP5L2,CA2,GUK1,UBE2B,PPP1R15A,EIF1AY,RBM3,FOXP1,ANP32B,NUDT4,NFE2,HEMGN,PITHD1,GNLY,GLUL,RNR2,NDUFA1,ATP6V0C,EIF3K,TESC,AP2S1,DYNLL1,PDZK1IP1,NACA2,GLRX5,RBM38,TALDO1,TENT5C,ARL4A,PSMF1,C11orf31,STK17A,STOM,PRDX6,CD97,CCL5,HLA-DMA,MT-ND5,TERF2IP,APOBEC3G,GSPT1,RPIA,YPEL5,SELK,CD3D,S100A10,MYL4
47	FOS,ID2,NR4A1,JUNB	GAPDH,TPI1,LDHA,ALDOA,AC006064.4,S100A10,PGK1,RPL21,ENO1,RPS27,OLR1,CXCR4,MIF,TMSB4X,FOS,ADM,DUSP1,RPL3,SFRP2,NKG7	GAPDH,TPI1,LDHA,ALDOA,AC006064.4,S100A10,PGK1,RPL21,ENO1,RPS27,OLR1,CXCR4,MIF,TMSB4X,FOS,ADM,DUSP1,RPL3,SFRP2,NKG7,PKM,RPS19,HLA-E,TPT1,IFI6,HILPDA,IFITM2,IFNGR1,ID2,CD74,RGS2,ANXA2,RPL13A,LYZ,RPS10,ZFP36,APOE,EIF4A3,HLA-C,IFITM3,TXNIP,P2RY12,HSPA1B,RPS3A,PLTP,SOD1,OAZ1,SLC2A3,AIF1,RPL21P28,LGALS3,DDIT4,DNAJB1,RPS14,ANXA1,A2M,NPC2,CFD,LUM,PGAM1,RPL34,APOC1,H3F3B,ZFP36L1,RPS25,MT-ATP6,IFI27,NFKBIA,CCL19,CCL2,TNFRSF18,IL1B,COTL1,CYR61,HSPB1,LDHB,HLA-A,ANGPTL4,NR4A1,RPS13,ISG15,RPL10A,RPS28,SERPINE1,FUCA1,RPL23A,MT-ND4,RPL7,MYL6,SDCBP,TUBA1A,S100A11,FOLR2,MGP,MT-ND2,MT-ND1,MALAT1,IL7R,XCL2,JUNB
