	TopTF	TopGene20	TopGene100
67	TSC22D3,NR4A1,ARID5B,YBX1,LITAF,KLF6,ELF1,CREM,SUB1,ARID4B	HSPA1A,HSPA1B,DDIT4,SAT1,DNAJB1,SON,GNLY,HSP90AA1,H2AFZ,MORF4L1,MT2A,FTH1,TSC22D3,HNRNPA2B1,GIMAP7,WSB1,HSPH1,PCBP1,NR4A1,PDCD4	HSPA1A,HSPA1B,DDIT4,SAT1,DNAJB1,SON,GNLY,HSP90AA1,H2AFZ,MORF4L1,MT2A,FTH1,TSC22D3,HNRNPA2B1,GIMAP7,WSB1,HSPH1,PCBP1,NR4A1,PDCD4,HNRNPK,ZFAS1,AREG,H3F3A,ARID5B,CD74,NDUFS5,NEAT1,CLEC2D,BTG1,HLA-DRB1,YBX1,VIM,ATP6V0E1,LITAF,COX8A,CXCR4,CXCL13,DDX5,MGP,SLC25A6,KLF6,COX6A1,ARHGDIB,COMMD6,PPIB,SELT,C19orf53,SLC25A3,H2AFV,DDX17,ELF1,IFI16,UQCRB,ATP5L,BIRC3,BRK1,SH3BGRL3,CCL4,CD48,TPI1,LTB,RBM25,ZFP36L1,RTN4,GABARAPL1,CREM,TAF1D,CDK2AP2,APOC1,JTB,SERP1,LIMD2,BAG3,SUB1,RBM39,CHCHD2,ARID4B,HNRNPLL,ANXA2,CALM2,SEC11A,SRP14,ATP5G3,CORO1A,MT1E,NDUFB11,NR4A2,ANXA5,PCBP2,MAT2B,LAPTM4A,CD99,IGFBP7,SNRPG,RGCC,ATPIF1,POMP,HMGB1,SUMO2
68	NR4A1,NR4A2,REL,EGR2,ID2,ARID5B,EGR1,NR4A3,KLF6,IRF4	NFKBIA,CD69,SDCBP,ZFP36L1,NR4A1,DUSP2,NR4A2,NFKBID,EVI2A,REL,GBP2,IFNG,TAGAP,ICOS,IER2,BIRC3,CD48,TNF,RGCC,EGR2	NFKBIA,CD69,SDCBP,ZFP36L1,NR4A1,DUSP2,NR4A2,NFKBID,EVI2A,REL,GBP2,IFNG,TAGAP,ICOS,IER2,BIRC3,CD48,TNF,RGCC,EGR2,SLA,BTG2,SERPINB9,PTGER4,SRGN,ID2,ARID5B,RILPL2,NFKBIZ,GADD45B,KDM6B,TRAF1,PIM3,EGR1,RHOH,NR4A3,NAMPT,CRTAM,MIR155HG,PTPN7,RNF19A,PRNP,TNFRSF9,FASLG,MAP3K8,RASSF5,KLF6,HCST,TNFAIP3,HNRNPA2B1,TIGIT,SOD1,IRF4,XCL2,TNFSF14,CD53,CREM,GHITM,LBH,SRSF5,EVI2B,XCL1,SYNE2,GZMB,DENND2D,EZR,CD83,FOXP1,TNFRSF1B,ITM2B,NDFIP1,BCL2A1,DEK,TUBA4A,ISG20,STAT3,VSIR,CKLF,EIF4G2,CYTOR,MAP2K3,CD52,ARL6IP1,PPP1R2,CD2,PHLDA1,PTPN22,MYC,ARF6,DDX3X,KMT2E,UBE2D3,PDCD1,CFLAR,LINC00861,CTLA4,PGAM1,PPP1R15A,GBP5,ANXA5
69	TSC22D3,ID2,ZNF331,CEBPD,HMGB1	CXCR4,IL32,HERPUD1,TSC22D3,ZFP36L2,GAPDH,RPLP0,RPL35,RPL19,ACTB,AREG,RPL37A,PTMA,MT-ND3,RPL5,CXCL13,RPS9,HSPA1A,SGK1,CD63	CXCR4,IL32,HERPUD1,TSC22D3,ZFP36L2,GAPDH,RPLP0,RPL35,RPL19,ACTB,AREG,RPL37A,PTMA,MT-ND3,RPL5,CXCL13,RPS9,HSPA1A,SGK1,CD63,ITM2B,CCL2,SAT1,GZMK,HSPA5,RPL7A,RPL18A,GPR183,YPEL5,RPS3A,RPL13,TUBA4A,IFITM2,DDIT4,GPX1,RPL26,MIF,RPL3,RPL11,MT-ND1,IFITM3,CYBA,TYROBP,HLA-DRA,TPI1,RNASET2,RPL38,IFI27,GZMA,TPT1,RPS19,ID2,KLRB1,GSTP1,IFI30,TPSAB1,ZNF331,SEPP1,RPS24,NEAT1,HAMP,FTL,CEBPD,TIMP1,AC020656.1,S100A9,AIF1,CPA3,RPS21,C5AR1,ENO1,CTSW,PGK1,RPL23,TNFRSF18,HLA-DRB5,EIF4A1,RPS11,CLU,RPS23,HSP90B1,TMSB10,LGALS1,ISG15,S100A11,MALAT1,MT-RNR1,CCL22,MGP,S100A6,CFD,HMGB1,SPP1,RPL8,LDHA,AC006064.4,HLA-E,CCL5,IL1B,GNLY
70	KLF6,RORA,ARID5B,HMGB2,JUN,IKZF3,MAF,ZBTB38	S100A4,KLF6,KLRB1,FYN,GPR183,S100A11,SYNE2,AHNAK,DUSP1,IL10RA,PPP2R5C,ANXA1,CLIC1,TIGIT,ALOX5AP,IFI16,PYHIN1,ITGB1,CLDND1,SLA	S100A4,KLF6,KLRB1,FYN,GPR183,S100A11,SYNE2,AHNAK,DUSP1,IL10RA,PPP2R5C,ANXA1,CLIC1,TIGIT,ALOX5AP,IFI16,PYHIN1,ITGB1,CLDND1,SLA,CD99,COTL1,GAPDH,SH3BGRL3,BIRC3,CD2,CD82,SRGN,IL32,CCR6,ANKRD12,GLIPR1,CD84,CCL5,RNF19A,MYO1F,KIAA1551,PLP2,S100A10,GSTK1,RORA,ARID5B,CD74,CD69,FXYD5,OPTN,HMGB2,JUN,SAT1,ANXA2,STOM,INPP4B,IL2RB,RNASET2,MIAT,GZMK,SH2D1A,TTC39C,YWHAB,IKZF3,RCSD1,ZFP36L2,NCL,RGS1,IDS,CST7,CTSA,LCP1,NFKBIA,MAF,PBXIP1,TXN,EML4,NABP1,PTPRC,SLAMF1,LYAR,TRADD,RPL22L1,CRIP1,EZR,MBP,LTB,IL7R,FCRL3,KLRC4-KLRK1,ARPC1B,LIMS1,KLRK1,CYBA,PPP1R15A,SPCS2,CKLF,PTPRCAP,ZBTB38,ARHGAP15,MACF1,ICAM3,FAS,CXCR5
71	ID2,JUNB,KLF6	MT-CO2,TPT1,MT-ND1,MT-ND3,EEF1A1,MT-ND2,MT-RNR1,RPL19,MT-ND5,PABPC1,RPL41,HLA-B,RPL17,HLA-C,CCL5,HLA-A,RPS16,DUSP2,TNFAIP3,RPS27	MT-CO2,TPT1,MT-ND1,MT-ND3,EEF1A1,MT-ND2,MT-RNR1,RPL19,MT-ND5,PABPC1,RPL41,HLA-B,RPL17,HLA-C,CCL5,HLA-A,RPS16,DUSP2,TNFAIP3,RPS27,RPL4,PTMA,RPS23,HSPA1A,RPS29,RPS15A,RPL30,MT-ATP6,RPL27A,SRGN,IFITM1,ID2,SPP1,IFITM2,DNAJB1,RPL5,RPL18A,RPL37A,VIM,EIF1,RPSA,RPL39,NFKBIA,VSIG4,IGHA2,JUNB,COX4I1,RPL23A,DUSP1,PSME1,CD69,NEAT1,RPL7A,RPS4X,PPIA,NACA,RPS17,S100A11,HLA-E,EMP3,CD74,S100A10,GABARAP,IL32,TMSB10,TRBC2,RPL26,HLA-DRB1,G0S2,MTRNR2L1,S100A9,RPL35A,GZMK,PLAUR,MTRNR2L12,IFI6,MT-CYB,UBC,RPS6,GZMA,RPS3A,FN1,CD8A,LGALS1,IGKV2-28,TXN,C1QA,MT-ATP8,SLC25A6,ALOX5AP,KLF6,RPL10,IGHM,GADD45B,AIF1,CSTB,RPL12,GRN,HLA-DRB5,CD81
72	JUN,TSC22D3	SAT1,BTG1,ZFP36L2,RPS4X,EEF1A1,RPLP2,JUN,RPS15,S100A4,CD74,GZMA,TUBA1B,CSTB,CD52,RPS27,HSPA1A,PFN1,MT-ND3,RPS3,LGALS3	SAT1,BTG1,ZFP36L2,RPS4X,EEF1A1,RPLP2,JUN,RPS15,S100A4,CD74,GZMA,TUBA1B,CSTB,CD52,RPS27,HSPA1A,PFN1,MT-ND3,RPS3,LGALS3,RPL3,TMSB10,MT-CYB,RPL31,RPLP1,RPLP0,RPS18,ACTG1,HSPA1B,MT2A,PRDX1,TXN,FABP5,PLTP,SEC61B,HLA-C,EIF5A,STMN1,CALM2,GLTSCR2,PARK7,P4HB,HNRNPK,CD3D,HMGN2,SPP1,MALAT1,GSN,PPIA,TOB1,LMNA,HNRNPA2B1,ACTA2,RPS16,SF3B5,SNU13,CCL5,DAD1,SFRP2,AQP1,RPL4,RPS20,NKG7,IGFBP7,SEC61G,SF1,RPL23A,RPS29,CCL3,CD7,TSC22D3,CRIP1,RPS19,INSIG1,DNAJB9,SDF2L1,TUBB,IGHG4,CYTIP,CCL4,XRCC6,PLIN2,SERBP1,SPARC,CALR,RPS27A,CLDN5,ARL4A,BCAS2,APOC1,RPL35,PDIA6,PTGES3,FABP4,ARF1,C9orf16,SLC38A2,EID1,HNRNPF,NDUFA4
73	TSC22D3,JUNB	RPL27A,MT-ATP8,RPS9,RPL3,RPS18,RPL27,CXCR4,HLA-A,CALM2,EIF4A2,RPS6,RPL38,RPL37A,MT-ATP6,ANXA2,SRSF7,RPS29,SRSF2,EIF3E,ZFAS1	RPL27A,MT-ATP8,RPS9,RPL3,RPS18,RPL27,CXCR4,HLA-A,CALM2,EIF4A2,RPS6,RPL38,RPL37A,MT-ATP6,ANXA2,SRSF7,RPS29,SRSF2,EIF3E,ZFAS1,RPL35,SRSF5,RPL21,RPS27,RPS20,RPL10A,RBM3,TSC22D3,RPS11,HNRNPC,TMSB4X,MT-ND1,SSR4,RPL4,STK4,CALR,CD44,TUBA1B,MTRNR2L12,HLA-B,HNRNPA0,RPL23A,JUNB,RPL13A,EIF3G,RPL9,EIF3D,ATP5B,EIF3L,LGALS1,GLTSCR2,CRIP1,RPS25,TPT1,HCST,SF3B1,DUSP1,CAPZA1,LAPTM5,LTB,ZFP36,C6orf48,CD6,RPS16,LPXN,HSP90AA1,CORO1A,CYCS,SRSF3,RBM39,UXT,PRRC2C,RPL13,RPL23,HSPA1B,TOMM20,TRMT112,TUBA4A,BSG,CLEC2D,EDF1,PIM2,CCNL1,UQCRH,PTPN22,ICAM3,N4BP2L2,BUB3,SNHG8,CHD2,HLA-C,TOMM7,UBA52,CD63,AHNAK,CFL1,ARGLU1,CD7,FKBP8,RPL17
74	HMGB2,ID2,SUB1,CEBPD	S100A8,S100A9,S100A12,HMGB2,VCAN,SELL,CTSD,PKM,RETN,ALOX5AP,METTL9,SLC2A3,GAPDH,LTA4H,FCN1,SERPINB1,PGAM1,VIM,TSPO,PLAC8	S100A8,S100A9,S100A12,HMGB2,VCAN,SELL,CTSD,PKM,RETN,ALOX5AP,METTL9,SLC2A3,GAPDH,LTA4H,FCN1,SERPINB1,PGAM1,VIM,TSPO,PLAC8,TALDO1,CCND3,LGALS1,CSTA,MNDA,PLBD1,CAPG,PGD,NCF1,ITGAM,CTSS,ID2,APLP2,GRN,CES1,NDUFB9,GCA,MYH9,RBP7,QPCT,CD36,SUB1,MSN,MEGF9,RNASE2,MCL1,MSRB1,MGST1,STXBP2,COX6C,GLIPR1,IGHM,CYP1B1,ENO1,PSMA7,ARF1,UQCRH,RHOG,WSB1,PPDPF,CEBPD,BLVRB,ANXA6,CD14,CKAP4,NUP214,PADI4,RNF213,CSTB,MCEMP1,LYZ,ARHGDIB,YPEL5,TKT,MGST3,MS4A6A,EMB,PLEC,ZFAND5,CAP1,STK17B,ADD3,KCTD12,PPIA,NDUFA11,RPS21,TPM3,CYBB,SQSTM1,BLOC1S1,LBR,CDC42,S100A6,RP11-1143G9.4,ATP5I,RPL37A,CSF3R,COX7B,TMPO,ARPC5
75	HOPX,ID2,TSC22D3,HMGB1,XBP1,RUNX3,GATA3,FOS,BHLHE40,IRF1	GNLY,IFITM2,SELL,CMC1,COTL1,CD7,GZMK,CD44,FXYD5,CTSW,KLRC1,DUSP2,TAGLN2,NFKBIA,HOPX,CD52,TYROBP,XCL1,IFITM3,SRGN	GNLY,IFITM2,SELL,CMC1,COTL1,CD7,GZMK,CD44,FXYD5,CTSW,KLRC1,DUSP2,TAGLN2,NFKBIA,HOPX,CD52,TYROBP,XCL1,IFITM3,SRGN,XCL2,CD63,SSR4,CD2,IFITM1,ICAM3,KLRD1,CRIP1,TRDC,LY6E,IL2RB,FCER1G,HINT1,STK17A,SEC61G,NKG7,ITGB1,ID2,JAK1,TMEM123,CALM2,CD74,SPTSSB,FKBP1A,TSC22D3,MIF,CAPG,KLRF1,GAPDH,S100A10,TSPO,EIF3G,CDKN2D,WDR83OS,CXCR3,TNFRSF18,HMGB1,ARF6,EIF4G2,GMFG,BST2,IL10RA,MATK,XBP1,SRSF2,MAP3K8,H3F3AP4,COX5A,C1orf162,HCST,TPT1,RUNX3,EMP3,RPL22L1,LINC01871,BTG1,SNRPD2,DYNLL1,SRP14,GATA3,RPS24,AHNAK,FOS,ADGRE5,BHLHE40,RAP1B,GPR183,ARF1,ANXA1,ISG20,POLR2L,CLIC1,LDHA,EDF1,CDC42SE1,IRF1,C9orf16,DOK2,MYADM,TUBB
76	ID2,IRF8,EGR2	RGS2,CXCL1,LAPTM5,P2RY12,ID2,CXCR4,BCL2A1,PDK4,RPL4,EIF4A3,ITM2B,GADD45B,CD14,CXCL2,CALM2,TYROBP,RPL8,IFNGR1,HLA-E,HNRNPA1	RGS2,CXCL1,LAPTM5,P2RY12,ID2,CXCR4,BCL2A1,PDK4,RPL4,EIF4A3,ITM2B,GADD45B,CD14,CXCL2,CALM2,TYROBP,RPL8,IFNGR1,HLA-E,HNRNPA1,MT2A,HSPA6,RPS14,DUSP2,BTG2,RPL6,SGK1,MTRNR2L8,RPSA,NAA20,PLIN2,EEF1A1,RNASE1,MTND4LP30,EEF1G,RPS3A,CD69,KLRK1,ANXA1,PTGS2,UGDH-AS1,NACA,CHMP1B,C6orf62,MAT2A,RPS24,YWHAH,CD53,ATP1B3,HLA-DQB2,RPL39,RPL10A,HAVCR2,PSMB9,RPL21P28,SPARC,RPL21,PTGDS,PSME2,EFEMP1,ARPC2,SPP1,HLA-C,RPL23,RPL13A,SELENOK,ATP6V1B2,GSN,CNBP,PSME1,SERPINB9,TMIGD3,EIF3E,PSMA4,UBE2L6,ARL4C,CD9,ACTB,RPL7,SLC25A6,CORO1A,COX7C,IRF8,LYZ,RPS11,EGR2,PLAU,SNX10,ARPC3,RPS28,CSF1R,XCL2,GAPDH,GDI2,UBE2D3,SRSF7,CKLF,SELENOF,CD47,RPLP2
77	TSC22D3,LITAF,JUN,FOSB,SUB1,ID3,ARID5B,JUND,EGR1,FOS	JCHAIN,IGHA1,VIM,CD48,IER2,PABPC4,TIMP1,IGHA2,IGKC,SRGN,EZR,CIRBP,LMNA,DUSP1,TSC22D3,SRSF7,LITAF,AHNAK,CD69,JUN	JCHAIN,IGHA1,VIM,CD48,IER2,PABPC4,TIMP1,IGHA2,IGKC,SRGN,EZR,CIRBP,LMNA,DUSP1,TSC22D3,SRSF7,LITAF,AHNAK,CD69,JUN,HSP90B1,MT2A,SRSF5,SPINK2,HMGN2,FOSB,RNASET2,HSP90AB1,RPL36AL,CALR,TNFRSF17,SEC61B,TBCA,ZFP36,SUB1,LGALS1,TMSB10,GLTSCR2,TNFRSF18,HNRNPA1,CD53,IL2RG,DDX18,S100A10,PDIA3,ITM2B,EIF3F,TMCO1,ID3,TAGLN2,PPIB,CLK1,FXYD5,EVI2B,SNRPD2,GMFG,ANXA2,SNRPE,ATP5L,CCL3,SEC62,TNFRSF13B,HNRNPA3,S100A6,EEF1A1,H3F3B,HINT1,TXNDC5,YPEL5,BTF3,PCBP2,ANP32B,UBE2J1,SPCS2,VAMP8,EIF3D,GNG7,ARID5B,HCLS1,SEC11A,SMAP2,ANKRD37,DBI,JUND,EGR1,PTPN6,MEF2C,PTGES3,CCL5,SHFM1,SF3B5,SELENOS,PTMA,OS9,FOS,CLECL1,C11ORF31,HNRNPM,CXCL13,IGKV3-11
78	RORA,KLF6,JUN,GATA3,FOS,XBP1,FOXP1	S100A4,ANXA1,LTB,ITGB1,IL7R,S100A11,KLRB1,CRIP1,IL32,RNASET2,LDHA,VIM,TRADD,LGALS1,AQP3,TNFAIP3,RORA,TIMP1,PSME2,PLP2	S100A4,ANXA1,LTB,ITGB1,IL7R,S100A11,KLRB1,CRIP1,IL32,RNASET2,LDHA,VIM,TRADD,LGALS1,AQP3,TNFAIP3,RORA,TIMP1,PSME2,PLP2,CD40LG,KLF6,FXYD5,S100A10,TRAT1,JUN,SH3BGRL3,GPR183,ALOX5AP,CD69,EMP3,CD99,MIF,ANXA2,AHNAK,IFITM2,GLIPR1,TTC39C,TNFRSF4,GIMAP7,GATA3,MYL6,PPIB,FOS,IFITM1,TXN,DDIT4,GSTK1,COTL1,CD2,DSTN,FTH1,ZFP36L2,PRDX1,NFKBIA,BIRC3,SAMSN1,XBP1,FKBP11,PIM1,TRAC,GAPDH,RAN,ZFP36L1,TSPO,FOXP1,PPP1R15A,PTGER2,PDIA6,FLNA,CCR6,RGS1,PPP2R5C,USP10,PBXIP1,C1QBP,CD6,SEC61G,GLIPR2,TXNIP,ARL6IP5,ANKRD12,MAL,TPM4,DUSP1,LPAR6,TC2N,NME2,CTSH,HSPA5,PRDX2,CALM1,CYBA,HSP90AA1,TNFSF13B,UBC,IGHM,CKLF,AC058791.1,TLN1
79	TSC22D3,KLF6,FOS,CREM,ATF3	TSC22D3,TNFAIP3,HSPA8,RPL12,SGK1,KLF6,RPL19,EIF1,RPS6,CD83,RPS27,ANXA1,RPL8,FOS,CD7,RPL29,RPS25,MYL6,DNAJA1,VIM	TSC22D3,TNFAIP3,HSPA8,RPL12,SGK1,KLF6,RPL19,EIF1,RPS6,CD83,RPS27,ANXA1,RPL8,FOS,CD7,RPL29,RPS25,MYL6,DNAJA1,VIM,TMSB10,OAZ1,SRGN,S100A6,RPL11,SARAF,C1QA,ACTG1,HSPA1A,GPR183,PLAUR,PTMA,APOE,TXNIP,TAGLN2,S100A10,MT-ND4,S100A11,H2AFZ,H3F3B,RPS16,MT-CO1,CRIP1,TOB1,TYROBP,HSPA5,HNRNPH1,IL7R,HLA-C,TIGIT,TUBA1B,SDCBP,RPS3,LAPTM5,PABPC1,RPL34,RPS12,CALM1,BIRC3,RPS14,TUBA1A,ITM2B,RPS13,IFI30,TRBC2,RPS26,RPL30,TPI1,RAN,CALM2,TNF,SOD1,FCGR3A,EZR,EIF4A3,CD74,GZMB,RPL21,RPS15A,CD27,NPM1,APOC1,CD44,SLA,RNASE1,FXYD5,LGMN,PFDN5,CREM,MTND4LP30,YWHAZ,RPS11,ATF3,CXCL1,LMNA,CLK1,CD14,HSP90AB1,DDX3X,SQSTM1
80	HMGB1,ZNF683,HMGB2	FTH1,HLA-E,CCL5,APOE,RPL5,PFN1,IFITM2,RPL3,RPS4X,RPS3,HMGN2,RPLP1,HSPA8,HNRNPA1,RPS29,IFI27,HLA-B,UBB,CORO1A,HLA-C	FTH1,HLA-E,CCL5,APOE,RPL5,PFN1,IFITM2,RPL3,RPS4X,RPS3,HMGN2,RPLP1,HSPA8,HNRNPA1,RPS29,IFI27,HLA-B,UBB,CORO1A,HLA-C,TUBA1B,RGS1,RPL30,RPSA,MGP,AQP1,CD69,RPS27,RPL4,SELENOP,MALAT1,SFRP2,ACKR1,C1QC,CYR61,ACTG1,IL7R,IL32,NKG7,PABPC1,GSN,RPL37A,YWHAB,GADD45B,COL1A1,CFL1,CTSW,RPLP2,RPS15A,HYAL2,RPL10A,C6orf62,TGFBI,DEPP1,KLRK1,RPL37,IGFBP7,LTF,HIST1H4C,RPS28,RPL29,MTRNR2L8,RPL41,RPL23,TUBB,RPL35,GIMAP7,SPARC,BTG2,HLA-A,RNASE1,RHOG,UGDH-AS1,MZB1,RPL18A,MAT2A,TRBC2,CFD,EEF1G,HMGB1,HLA-DRB5,PTGDS,SRP14,NPM1,HDAC1,PPIA,SLC25A5,FKBP1A,TM4SF1,HLA-DQA2,PLTP,ADM,ZNF683,HMGB2,NAP1L4,PPT1,PSMB9,HNRNPF,PMEL,RPS12
81	ATF4,CSDE1	MT2A,CPE,VEGFA,ENO1,ZFAS1,TIMP1,TGFBI,NDRG1,PGK1,FN1,MT1E,RPS27L,BNIP3,SERPINE1,ENO2,LDHA,TIMP3,GAPDH,PLOD2,CCNI	MT2A,CPE,VEGFA,ENO1,ZFAS1,TIMP1,TGFBI,NDRG1,PGK1,FN1,MT1E,RPS27L,BNIP3,SERPINE1,ENO2,LDHA,TIMP3,GAPDH,PLOD2,CCNI,ACTG1,ANGPTL4,CCDC85B,P4HA1,IGFBP5,BNIP3L,ALDOA,LGALS3,CIRBP,ATF4,IGFBP3,ADM,PLP2,CLEC2B,VIM,LOX,CA9,CA12,TMEM45A,MME,LOXL2,ERO1A,MIF,RND3,C1R,CANX,PLIN2,FTH1,CD44,EMP3,SEC62,RPL14,SLC2A1,CSDE1,EIF1,MORF4L1,NPM1,PTGES3,CAST,THBS2,SLC16A3,LRRFIP1,PSAP,SYF2,DARS,SMS,PLAUR,TAF1D,CTSL,SELENOM,SERPINE2,IGFBP6,ERRFI1,IL32,FAM162A,SLC3A2,NAP1L1,HILPDA,HSP90B1,PKM,GAS5,SPON2,DDIT4,P4HA2,WSB1,DNAJB9,EGLN3,EIF4B,SH3BP5,ITGB1,STC1,DUSP1,NDUFA4L2,SCG5,RPS26,PHPT1,PTTG1IP,LMAN1,FTL,SEC63
82	CEBPD,KLF6,TSC22D3,KLF2,CEBPB,CREM	DUSP1,RPS4X,RPS27,GNLY,SGK1,ZFP36L2,RPL9,CEBPD,PTPRCAP,ISG15,SSR4,RPL4,RPS12,RPL17,RHOB,IFI27,NKG7,KLF6,CST3,ARHGDIB	DUSP1,RPS4X,RPS27,GNLY,SGK1,ZFP36L2,RPL9,CEBPD,PTPRCAP,ISG15,SSR4,RPL4,RPS12,RPL17,RHOB,IFI27,NKG7,KLF6,CST3,ARHGDIB,CTSB,FN1,H2AFZ,ALDH1A1,CCNI,HNRNPH1,RPS27A,IFI6,UBE2D3,FXYD5,MTRNR2L2,NAP1L1,HINT1,LAPTM5,DBI,IL32,COTL1,NNMT,PNRC1,RPL21,POSTN,MIF,TSC22D3,HERPUD1,DAZAP2,S100A10,HNRNPA1P10,ATP6V0E1,CFL1,SSR2,ACTR3,UCP2,CTSD,STK4,VSIG4,SRSF3,LAMTOR1,BTG1,OST4,CXCL13,CXCL8,PPIA,NDUFB2,SON,GMFG,SRSF7,ACTA2,KLF2,CEBPB,RPL31,HSPB1,ARRDC3,RPS28,MYL6,BIRC3,ANXA1,TPT1,RPS29,NEDD8,RAC1,HNRNPA2B1,COX6A1,PIM2,PGAM1,CD163,MT-CO2,RPSA,RPS3,CLU,PMAIP1,TYMP,CLDN5,CREM,PGK1,HNRNPA0,FYB,ARPC1B,MT-ATP6,CCL4L2,RPL13AP5
83	JUN,YBX1	TIMP1,DDIT4,MT2A,NNMT,SERPINE1,IL1B,DUSP1,CCL20,TUBA1B,RPS29,IGFBP3,ARHGDIB,ITM2B,RPS24,CORO1A,ENO1,RPS8,HSPA1B,PTPRCAP,APOE	TIMP1,DDIT4,MT2A,NNMT,SERPINE1,IL1B,DUSP1,CCL20,TUBA1B,RPS29,IGFBP3,ARHGDIB,ITM2B,RPS24,CORO1A,ENO1,RPS8,HSPA1B,PTPRCAP,APOE,HSPA8,IFITM3,THBS1,IFI27,LDHA,SRGN,RPS4X,RPL12,HLA-E,GZMA,TNC,OAZ1,GZMK,MALAT1,RPL23,RPS27A,LDHB,MT1X,RPL6,APOC1,TMSB10,SH3BGRL3,MMP9,JUN,CTSB,MGST1,IFI30,MTRNR2L10,NME1,FCN1,YBX1,C1QB,MT-ATP6,GPM6B,HLA-DPB1,TMBIM6,RPS3,ANGPTL4,UGDH-AS1,PSAP,RPL23A,RPL30,C1QA,BTF3,RPS3A,FBP1,AREG,RACK1,RPS28,CHI3L2,CCL5,RPL9,CXCL14,CYP1B1,APOBEC3A,ARPC2,CCL22,AQP1,CD53,MT1G,TNFRSF11B,PGK1,EEF1B2,PLAUR,RGS1,RPS11,TCP1,UBC,RPL4,CALM1,DUSP2,IL1RN,RPL28,RPS13,KLRK1,CXCL1,NPY,PTPRC,LTB,CXCL13
84	TSC22D3,HMGB2,ATF3,DDIT3	FTL,EEF1A1,SPARC,PTMA,EIF1,RPLP1,ACTB,RPL8,IGFBP7,TSC22D3,RPL41,HLA-A,RPLP2,CORO1A,RPL9,RPS13,GPR183,TUBA1B,RPS12,CXCR4	FTL,EEF1A1,SPARC,PTMA,EIF1,RPLP1,ACTB,RPL8,IGFBP7,TSC22D3,RPL41,HLA-A,RPLP2,CORO1A,RPL9,RPS13,GPR183,TUBA1B,RPS12,CXCR4,ACKR1,CD74,AQP1,SPARCL1,NEAT1,H2AFZ,LDHA,COL9A1,TUBA1A,RPL3,DUSP2,ARHGDIB,EZR,DLK1,GSN,RPS4X,IFITM2,UBC,RPL21P28,S100B,GZMA,PLVAP,COL1A1,FMO1,HNRNPH1,TMSB10,FBLN5,HMGB2,RPL11,CD69,VIM,CCL5,TUBB,SAMSN1,ENO1,CRIP2,GAS5,CXCL13,TRMT112,TNFAIP3,CRIP1,LDHB,RPL18,RPS10,RPS8,ENO2,LTB,NME1-NME2,ATF3,KRT18,GZMB,EFEMP1,MS4A1,CLIC1,C6orf62,ATP5PO,RPS27A,MT-CYB,EMP3,HYAL2,SIVA1,SUMO2,SOD1,ISG20,LMNA,MYL12A,SKP1,AREG,MAP1LC3B,CD83,HSPA8,HILPDA,ARF1,RPL39,CCL19,DDIT3,DDX5,GNLY,FKBP1A,TPSAB1
85	JUN,JUNB,KLF6	ACTB,RPS19,TPT1,MALAT1,EEF1A1,H3F3B,CXCR4,IFITM3,RNASE1,RPL12,RPL13A,NEAT1,RPS27,MT-CYB,RPS2,CD74,HLA-C,MT-ND4,APOC1,IFITM2	ACTB,RPS19,TPT1,MALAT1,EEF1A1,H3F3B,CXCR4,IFITM3,RNASE1,RPL12,RPL13A,NEAT1,RPS27,MT-CYB,RPS2,CD74,HLA-C,MT-ND4,APOC1,IFITM2,HSPA5,BTG1,B2M,EIF1,RPS14,CSTB,RPL31,FAU,FTL,HAMP,NUPR1,HSPA8,IFI27,HLA-E,PLIN2,MTRNR2L1,RPL37A,CLDN5,RPL32,CD69,C1QB,LUM,CXCL3,IFITM1,TMSB10,MGP,IGFBP7,RPL10,DUSP2,DDIT4,TPSAB1,RPS11,RPS25,CCL5,AC020656.1,JUN,CXCL2,RPS18,SSR4,DNAJB1,SRGN,CLU,ZFP36L2,MT-ND1,C1QA,RPL35A,NTS,RPS15A,FTH1,HSP90B1,UGDH-AS1,MTND4LP30,RPS12,TRBC2,FABP4,GZMB,RPL36,CD63,EFEMP1,RGS1,RPL23A,RPS20,SLC2A3,RPS23,ZFP36L1,RGCC,RPL26,DCN,RNASET2,JUNB,UBB,EEF1G,RPL34,RPL41,CCL3L3,HYAL2,ANXA1,KLF6,PPIB,GSN
